Ambas;15;25;ResultC;W;FTS;CS;BTS;TG;GF;GA;1.5;2.5;3.5;W1;FTS1;CS1;BTS1;TG1;GF1;GA1;1.51;2.51;3.51
1;1;0;0;0,43;0,21;0,36;0,50;2,79;1,50;1,29;0,71;0,64;0,36;0,14;0,43;0,21;0,43;2,07;0,64;1,43;0,57;0,36;0,14
0;0;0;0;0,31;0,31;0,25;0,56;2,19;1,06;1,13;0,69;0,38;0,12;0,25;0,25;0,31;0,62;3,00;1,44;1,56;0,81;0,44;0,44
1;1;1;0;0,18;0,35;0,18;0,53;2,65;0,88;1,76;0,76;0,41;0,29;0,38;0,06;0,25;0,75;2,38;1,44;0,94;0,88;0,44;0,12
1;1;1;0;0,38;0,19;0,38;0,56;2,56;1,31;1,25;0,75;0,44;0,31;0,75;0,25;0,44;0,50;2,56;1,94;0,63;0,75;0,56;0,31
0;1;0;1;0,82;0,00;0,41;0,59;3,06;2,29;0,76;0,88;0,71;0,29;0,19;0,31;0,06;0,69;3,44;1,38;2,06;0,88;0,62;0,50
1;1;1;0;0,50;0,17;0,33;0,50;2,33;1,67;0,67;0,83;0,33;0,17;0,33;0,00;0,17;0,83;3,17;1,50;1,67;0,83;0,67;0,33
0;1;0;1;0,57;0,14;0,14;0,71;2,57;1,43;1,14;0,86;0,57;0,14;0,12;0,12;0,12;0,75;3,75;1,63;2,13;1,00;0,75;0,50
0;1;1;1;0,25;0,50;0,00;0,50;4,00;1,50;2,50;0,88;0,75;0,50;0,25;0,25;0,00;0,75;3,75;1,75;2,00;1,00;0,88;0,38
0;1;1;1;0,71;0,14;0,14;0,71;4,29;2,86;1,43;0,86;0,86;0,71;0,00;0,75;0,00;0,25;4,88;0,38;4,50;1,00;0,88;0,88
0;1;1;1;0,33;0,17;0,17;0,67;4,50;1,83;2,67;0,83;0,83;0,67;0,14;0,29;0,00;0,71;4,71;1,29;3,43;1,00;0,71;0,71
1;1;1;0;0,12;0,25;0,00;0,75;3,50;1,13;2,38;0,88;0,88;0,62;1,00;0,00;1,00;0,00;2,00;2,00;0,00;0,62;0,25;0,12
1;1;1;1;0,40;0,00;0,20;0,80;3,40;2,00;1,40;1,00;0,80;0,40;0,50;0,17;0,33;0,50;3,00;1,50;1,50;0,83;0,83;0,33
0;1;1;1;0,42;0,17;0,42;0,50;2,00;1,25;0,75;0,58;0,33;0,17;0,08;0,33;0,08;0,67;2,83;0,83;2,00;0,83;0,58;0,42
0;1;0;1;0,33;0,50;0,33;0,33;2,00;1,00;1,00;0,50;0,25;0,17;0,17;0,58;0,25;0,42;1,83;0,83;1,00;0,42;0,42;0,25
0;1;0;1;0,33;0,33;0,58;0,33;2,08;1,33;0,75;0,67;0,42;0,25;0,15;0,46;0,54;0,38;1,62;0,85;0,77;0,46;0,31;0,15
0;0;0;0;0,38;0,25;0,25;0,50;2,75;1,25;1,50;0,75;0,38;0,38;0,25;0,50;0,12;0,50;2,50;1,00;1,50;0,62;0,50;0,25
1;1;0;0;0,33;0,33;0,33;0,44;2,11;1,00;1,11;0,67;0,33;0,11;0,22;0,33;0,22;0,56;2,56;1,00;1,56;0,67;0,56;0,33
0;1;1;1;0,38;0,25;0,38;0,62;2,13;1,38;0,75;0,62;0,38;0,25;0,38;0,12;0,25;0,62;3,00;1,63;1,38;0,75;0,50;0,38
0;0;0;0;0,44;0,33;0,56;0,33;2,22;1,33;0,89;0,67;0,44;0,33;0,11;0,67;0,22;0,22;1,67;0,44;1,22;0,33;0,22;0,11
0;0;0;0;0,50;0,50;0,62;0,12;1,50;0,88;0,63;0,50;0,25;0,00;0,25;0,25;0,25;0,62;2,25;1,13;1,13;0,88;0,38;0,12
1;1;0;0;0,44;0,11;0,33;0,56;2,56;1,33;1,22;0,67;0,44;0,22;0,22;0,11;0,00;0,89;3,44;1,44;2,00;1,00;0,89;0,44
1;1;1;1;0,67;0,00;0,44;0,56;2,56;1,67;0,89;0,67;0,44;0,33;0,33;0,11;0,33;0,56;2,89;1,11;1,78;0,67;0,56;0,56
0;0;0;1;0,12;0,75;0,38;0,12;1,13;0,25;0,88;0,25;0,12;0,00;0,12;0,38;0,25;0,50;2,25;1,00;1,25;0,62;0,38;0,38
1;1;0;0;0,67;0,22;0,44;0,44;1,89;1,33;0,56;0,56;0,33;0,11;0,44;0,44;0,44;0,22;1,89;1,11;0,78;0,56;0,33;0,11
0;0;0;0;0,78;0,22;0,56;0,22;2,56;1,78;0,78;0,78;0,44;0,22;0,00;0,67;0,11;0,33;1,78;0,44;1,33;0,44;0,33;0,11
0;1;0;1;0,88;0,12;0,88;0,12;2,00;1,88;0,13;0,75;0,38;0,00;0,25;0,38;0,25;0,38;2,50;1,00;1,50;0,75;0,50;0,12
1;1;0;0;0,22;0,56;0,22;0,33;2,33;0,56;1,78;0,56;0,56;0,22;0,00;0,56;0,11;0,44;2,56;0,56;2,00;0,78;0,44;0,33
0;0;0;1;0,44;0,33;0,44;0,44;1,89;1,11;0,78;0,67;0,22;0,11;0,11;0,44;0,33;0,56;2,33;1,00;1,33;0,56;0,56;0,33
1;1;1;0;0,50;0,25;0,50;0,38;2,13;1,00;1,13;0,38;0,38;0,25;0,25;0,25;0,25;0,62;2,63;1,38;1,25;0,88;0,62;0,25
1;1;0;0;0,44;0,22;0,33;0,56;2,33;1,44;0,89;0,67;0,56;0,22;0,44;0,44;0,44;0,11;2,00;1,22;0,78;0,44;0,33;0,22
1;1;1;1;0,25;0,38;0,25;0,50;2,50;1,13;1,38;0,62;0,50;0,38;0,25;0,25;0,25;0,62;2,25;1,00;1,25;0,62;0,62;0,12
0;0;0;0;0,62;0,12;0,25;0,62;3,13;2,13;1,00;0,75;0,75;0,50;0,38;0,25;0,38;0,50;2,13;1,13;1,00;0,62;0,38;0,25
1;1;0;0;0,25;0,12;0,12;0,75;3,25;1,63;1,63;0,88;0,50;0,38;0,12;0,62;0,12;0,25;2,25;0,63;1,63;0,88;0,25;0,12
1;1;1;1;0,62;0,12;0,25;0,62;2,50;1,38;1,13;0,62;0,62;0,12;0,25;0,12;0,12;0,75;3,25;1,38;1,88;0,75;0,75;0,38
1;1;0;0;0,75;0,00;0,50;0,50;2,13;1,25;0,88;0,50;0,38;0,12;0,75;0,12;0,62;0,38;3,00;2,00;1,00;0,75;0,50;0,38
1;1;1;0;0,88;0,12;0,50;0,50;3,00;2,25;0,75;0,88;0,75;0,12;0,12;0,38;0,12;0,62;2,75;1,13;1,63;0,62;0,38;0,25
1;1;1;1;0,50;0,29;0,57;0,29;2,00;1,14;0,86;0,43;0,36;0,21;0,15;0,46;0,15;0,46;2,85;0,85;2,00;0,85;0,69;0,23
0;0;0;0;0,43;0,14;0,36;0,57;2,71;1,50;1,21;0,93;0,57;0,29;0,29;0,43;0,36;0,36;1,57;0,79;0,79;0,50;0,21;0,00
1;1;1;0;0,27;0,20;0,27;0,67;2,40;1,13;1,27;0,73;0,53;0,27;0,25;0,12;0,19;0,75;2,94;1,31;1,63;0,75;0,56;0,44
0;1;1;0;0,38;0,31;0,31;0,44;2,50;1,06;1,44;0,56;0,38;0,31;0,44;0,06;0,31;0,69;2,63;1,63;1,00;0,88;0,44;0,31
1;1;0;0;0,25;0,38;0,38;0,50;2,00;1,13;0,88;0,62;0,25;0,25;0,25;0,25;0,12;0,75;3,88;1,88;2,00;0,88;0,62;0,38
1;1;0;0;0,33;0,33;0,33;0,50;3,83;2,17;1,67;0,83;0,83;0,50;0,17;0,50;0,00;0,50;3,50;1,17;2,33;0,83;0,50;0,33
0;0;0;1;0,17;0,17;0,17;0,67;3,17;1,17;2,00;0,83;0,50;0,33;0,17;0,33;0,17;0,50;3,67;1,33;2,33;0,83;0,83;0,67
0;1;1;1;0,20;0,20;0,20;0,80;3,20;1,60;1,60;0,80;0,80;0,60;0,60;0,20;0,60;0,40;2,00;1,40;0,60;0,80;0,40;0,00
0;0;0;0;0,38;0,12;0,25;0,62;3,25;2,00;1,25;0,88;0,38;0,38;0,12;0,38;0,00;0,62;3,38;1,13;2,25;0,75;0,75;0,50
0;1;0;0;0,25;0,38;0,12;0,62;3,00;1,38;1,63;0,88;0,62;0,38;0,62;0,12;0,50;0,38;1,88;1,38;0,50;0,75;0,12;0,00
0;1;0;0;0,57;0,29;0,29;0,43;2,29;1,43;0,86;0,71;0,57;0,00;0,38;0,25;0,00;0,75;3,88;1,75;2,13;1,00;0,75;0,62
1;1;1;1;0,29;0,29;0,29;0,57;3,43;1,71;1,71;0,86;0,57;0,43;0,33;0,17;0,00;0,83;4,17;2,17;2,00;1,00;0,83;0,83
1;1;1;0;0,20;0,40;0,20;0,40;3,40;1,20;2,20;0,80;0,60;0,60;0,17;0,33;0,33;0,50;2,50;0,67;1,83;0,67;0,67;0,33
1;1;1;1;0,33;0,50;0,00;0,50;3,67;1,00;2,67;1,00;0,83;0,50;0,20;0,20;0,20;0,60;3,60;1,00;2,60;0,80;0,60;0,60
1;1;1;0;0,40;0,40;0,60;0,20;2,60;1,60;1,00;0,80;0,40;0,40;0,62;0,12;0,38;0,50;3,88;2,00;1,88;0,88;0,75;0,62
0;1;0;0;0,00;0,40;0,00;0,60;2,80;0,60;2,20;1,00;0,60;0,20;0,57;0,29;0,57;0,43;2,86;2,29;0,57;0,71;0,57;0,43
1;1;1;0;0,17;0,17;0,17;0,83;4,00;2,00;2,00;0,83;0,67;0,67;0,60;0,40;0,40;0,40;3,00;1,80;1,20;0,80;0,60;0,40
0;1;1;1;0,71;0,00;0,57;0,43;3,00;1,86;1,14;0,86;0,57;0,43;0,00;0,40;0,00;0,60;3,40;0,80;2,60;0,80;0,80;0,60
1;1;1;0;0,57;0,29;0,43;0,29;2,57;1,43;1,14;0,71;0,57;0,14;0,60;0,20;0,40;0,60;2,80;2,00;0,80;0,80;0,80;0,20
0;1;1;1;0,75;0,00;0,50;0,50;3,75;3,00;0,75;1,00;1,00;0,75;0,00;0,50;0,00;0,50;2,00;0,50;1,50;0,67;0,33;0,00
0;1;1;1;0,88;0,00;0,38;0,62;4,25;3,63;0,63;1,00;0,88;0,88;0,22;0,56;0,11;0,33;3,89;1,33;2,56;0,89;0,78;0,44
0;1;1;0;0,29;0,14;0,14;0,86;4,43;2,00;2,43;0,86;0,86;0,71;0,86;0,00;0,14;0,86;5,43;3,86;1,57;1,00;1,00;0,86
0;0;0;0;0,50;0,33;0,50;0,17;3,33;1,33;2,00;0,67;0,67;0,67;0,17;0,17;0,17;0,67;3,50;1,33;2,17;1,00;0,67;0,50
0;1;1;1;0,67;0,17;0,67;0,17;2,17;1,50;0,67;0,67;0,17;0,17;0,00;0,33;0,00;0,67;2,83;0,83;2,00;0,67;0,50;0,33
1;1;1;0;0,33;0,33;0,00;0,67;3,33;1,50;1,83;1,00;0,67;0,50;0,29;0,29;0,14;0,57;2,71;1,43;1,29;0,86;0,43;0,29
0;1;1;1;0,57;0,29;0,57;0,29;1,71;1,14;0,57;0,57;0,14;0,14;0,17;0,17;0,00;0,83;3,83;1,33;2,50;1,00;0,83;0,50
1;1;1;1;0,17;0,50;0,00;0,50;3,33;1,17;2,17;1,00;0,67;0,33;0,33;0,33;0,17;0,67;3,17;1,33;1,83;0,83;0,83;0,50
1;1;1;0;0,82;0,06;0,71;0,29;1,94;1,65;0,29;0,65;0,24;0,12;0,00;0,47;0,00;0,53;2,65;0,71;1,94;0,76;0,47;0,24
1;1;1;1;0,60;0,20;0,40;0,60;3,80;2,60;1,20;0,80;0,60;0,60;0,40;0,20;0,00;0,80;3,60;1,80;1,80;1,00;0,60;0,60
1;1;1;0;0,62;0,25;0,38;0,38;2,00;1,25;0,75;0,50;0,38;0,12;0,40;0,20;0,20;0,80;3,80;2,60;1,20;0,80;0,60;0,60
0;0;0;0;0,29;0,29;0,43;0,57;3,14;1,86;1,29;0,71;0,57;0,57;0,83;0,00;0,50;0,50;4,00;3,00;1,00;0,83;0,67;0,33
0;1;1;1;0,44;0,33;0,11;0,56;4,67;2,11;2,56;0,89;0,89;0,89;0,38;0,50;0,00;0,50;4,00;1,25;2,75;1,00;0,88;0,75
0;1;1;1;0,67;0,33;0,33;0,33;4,00;3,00;1,00;0,83;0,67;0,67;0,29;0,14;0,29;0,57;4,86;2,29;2,57;0,86;0,86;0,57
1;1;1;0;0,20;0,40;0,20;0,60;2,00;0,80;1,20;0,60;0,60;0,00;0,43;0,43;0,29;0,29;2,86;1,57;1,29;0,86;0,43;0,29
0;1;1;1;0,89;0,00;0,44;0,56;4,11;3,22;0,89;0,89;0,78;0,67;0,20;0,60;0,10;0,30;3,90;1,20;2,70;0,90;0,80;0,50
1;1;1;1;0,83;0,00;0,33;0,67;4,00;3,17;0,83;0,83;0,83;0,67;0,40;0,40;0,20;0,40;2,80;1,40;1,40;0,80;0,60;0,20
1;1;1;0;0,38;0,25;0,12;0,75;3,25;1,75;1,50;0,75;0,62;0,50;0,67;0,00;0,33;0,67;4,17;2,67;1,50;0,83;0,83;0,67
0;1;0;1;0,67;0,00;0,50;0,50;4,00;3,17;0,83;0,83;0,67;0,67;0,43;0,14;0,14;0,71;3,14;1,43;1,71;0,86;0,57;0,29
0;1;0;0;0,43;0,14;0,29;0,71;3,14;1,71;1,43;0,86;0,71;0,29;0,29;0,14;0,29;0,57;2,14;1,00;1,14;0,57;0,29;0,14
1;1;1;0;0,62;0,00;0,25;0,75;3,38;2,38;1,00;0,88;0,62;0,50;0,40;0,40;0,00;0,60;4,60;1,80;2,80;1,00;1,00;0,80
0;0;0;1;0,71;0,14;0,29;0,57;3,43;2,14;1,29;0,86;0,57;0,29;0,25;0,25;0,00;0,75;4,50;1,75;2,75;0,75;0,75;0,75
0;1;1;1;0,67;0,00;0,33;0,67;4,67;3,33;1,33;1,00;1,00;0,67;0,29;0,43;0,29;0,43;2,14;1,00;1,14;0,71;0,29;0,29
1;1;0;0;0,50;0,33;0,17;0,50;4,17;1,83;2,33;1,00;0,67;0,67;0,14;0,43;0,29;0,43;3,29;1,14;2,14;0,71;0,43;0,43
0;0;0;0;0,33;0,67;0,17;0,33;2,50;0,83;1,67;0,50;0,50;0,33;0,43;0,00;0,14;0,86;3,86;2,14;1,71;1,00;0,71;0,57
0;1;1;1;0,20;0,60;0,20;0,20;2,20;0,80;1,40;0,80;0,40;0,00;0,57;0,00;0,14;0,86;3,29;1,86;1,43;1,00;0,71;0,29
0;1;1;1;0,38;0,12;0,50;0,50;2,50;1,75;0,75;0,88;0,38;0,25;0,43;0,00;0,43;0,57;3,29;2,14;1,14;1,00;0,86;0,29
1;1;1;1;0,14;0,43;0,00;0,57;2,86;1,14;1,71;0,71;0,57;0,43;0,17;0,33;0,17;0,50;5,50;1,50;4,00;1,00;1,00;0,83
1;1;0;0;0,60;0,20;0,20;0,60;2,00;1,20;0,80;0,60;0,40;0,00;0,17;0,33;0,17;0,50;2,33;0,83;1,50;0,83;0,33;0,17
1;1;1;1;0,50;0,25;0,38;0,50;3,13;2,13;1,00;0,88;0,50;0,38;0,33;0,00;0,33;0,67;2,83;1,33;1,50;0,67;0,50;0,50
1;1;1;1;0,44;0,11;0,22;0,67;4,67;2,22;2,44;0,89;0,78;0,67;0,33;0,22;0,11;0,67;2,89;1,33;1,56;1,00;0,67;0,22
1;1;1;0;0,22;0,33;0,11;0,56;2,33;0,89;1,44;0,67;0,33;0,22;0,30;0,20;0,50;0,50;1,60;0,90;0,70;0,60;0,20;0,00
0;1;1;1;0,43;0,29;0,43;0,29;2,00;1,14;0,86;0,71;0,29;0,00;0,33;0,33;0,33;0,33;2,67;1,00;1,67;0,83;0,33;0,17
0;1;0;0;0,50;0,25;0,50;0,50;2,63;1,75;0,88;0,62;0,38;0,25;0,25;0,25;0,38;0,50;1,75;1,00;0,75;0,62;0,12;0,12
1;1;1;0;0,00;0,50;0,12;0,50;2,88;0,63;2,25;0,75;0,75;0,38;0,25;0,50;0,12;0,50;2,63;1,13;1,50;0,75;0,50;0,25
0;0;0;1;0,25;0,25;0,50;0,50;2,13;0,88;1,25;0,50;0,38;0,38;0,38;0,38;0,38;0,38;1,63;0,88;0,75;0,62;0,12;0,00
0;1;0;0;0,31;0,46;0,23;0,46;1,85;0,85;1,00;0,54;0,38;0,08;0,21;0,29;0,14;0,64;2,50;1,07;1,43;0,79;0,43;0,29
0;0;0;0;0,27;0,13;0,27;0,67;2,33;1,33;1,00;0,87;0,40;0,13;0,44;0,06;0,19;0,75;2,88;1,56;1,31;0,88;0,50;0,25
1;1;1;1;0,44;0,22;0,11;0,78;3,44;2,11;1,33;0,89;0,67;0,56;0,44;0,11;0,33;0,56;2,78;1,56;1,22;0,78;0,33;0,22
1;1;1;1;0,33;0,50;0,17;0,50;2,33;1,33;1,00;0,50;0,33;0,33;0,33;0,00;0,17;0,83;3,67;1,50;2,17;1,00;0,83;0,50
1;1;1;0;0,17;0,17;0,08;0,83;3,08;1,50;1,58;0,92;0,50;0,42;0,50;0,08;0,25;0,67;2,67;1,67;1,00;0,75;0,50;0,25
0;0;0;1;0,33;0,33;0,33;0,50;2,33;1,17;1,17;0,58;0,50;0,42;0,42;0,33;0,25;0,58;3,50;1,92;1,58;0,75;0,50;0,50
0;0;0;0;0,25;0,50;0,33;0,33;2,25;1,00;1,25;0,58;0,33;0,17;0,17;0,33;0,33;0,50;2,00;0,83;1,17;0,67;0,17;0,08
1;1;1;1;0,57;0,14;0,14;0,71;4,00;2,14;1,86;1,00;0,71;0,57;0,30;0,30;0,20;0,60;2,60;1,10;1,50;0,70;0,60;0,30
1;1;1;1;0,17;0,67;0,33;0,33;1,67;0,50;1,17;0,50;0,50;0,00;0,50;0,00;0,38;0,62;2,25;1,25;1,00;0,62;0,50;0,12
1;1;1;0;0,14;0,00;0,14;0,86;2,57;1,14;1,43;0,86;0,43;0,14;0,22;0,33;0,22;0,56;2,56;1,33;1,22;0,67;0,56;0,22
0;0;0;1;0,88;0,12;0,75;0,25;1,88;1,63;0,25;0,50;0,50;0,00;0,43;0,14;0,43;0,57;2,00;1,14;0,86;0,57;0,29;0,14
0;0;0;0;0,27;0,18;0,36;0,64;2,91;1,45;1,45;0,64;0,55;0,45;0,36;0,27;0,45;0,36;2,64;1,00;1,64;0,55;0,55;0,27
0;1;1;1;0,18;0,55;0,27;0,36;2,27;0,73;1,55;0,73;0,36;0,18;0,00;0,45;0,09;0,55;4,64;1,09;3,55;0,73;0,73;0,64
0;1;0;0;0,64;0,09;0,45;0,45;2,55;1,73;0,82;0,73;0,45;0,27;0,55;0,09;0,09;0,82;3,82;2,27;1,55;1,00;0,73;0,64
0;0;0;1;0,36;0,36;0,18;0,45;2,73;1,36;1,36;0,64;0,36;0,36;0,18;0,45;0,27;0,45;2,45;0,82;1,64;0,64;0,45;0,27
0;0;0;0;0,09;0,45;0,09;0,55;3,18;0,91;2,27;0,82;0,64;0,36;0,60;0,20;0,10;0,80;3,80;2,10;1,70;0,90;0,80;0,50
0;0;0;0;0,43;0,29;0,14;0,57;3,00;1,43;1,57;0,86;0,86;0,29;0,57;0,00;0,43;0,57;3,29;2,14;1,14;1,00;0,57;0,43
0;0;0;0;0,43;0,14;0,14;0,86;3,43;2,00;1,43;0,86;0,71;0,57;0,50;0,38;0,38;0,38;2,00;1,13;0,88;0,50;0,38;0,25
0;0;0;0;0,60;0,07;0,40;0,60;2,47;1,67;0,80;0,93;0,47;0,13;0,07;0,53;0,13;0,47;2,13;0,53;1,60;0,47;0,47;0,20
1;1;0;0;0,12;0,44;0,25;0,44;2,06;0,94;1,13;0,69;0,25;0,19;0,60;0,20;0,60;0,40;1,73;1,27;0,47;0,67;0,27;0,00
0;1;1;1;0,50;0,25;0,25;0,50;2,63;1,50;1,13;0,75;0,38;0,25;0,33;0,44;0,33;0,33;2,11;1,00;1,11;0,78;0,44;0,00
1;1;1;1;0,71;0,00;0,43;0,57;4,14;2,86;1,29;0,86;0,71;0,57;0,38;0,38;0,38;0,38;2,13;1,13;1,00;0,62;0,38;0,12
1;1;0;0;0,20;0,20;0,20;0,60;3,60;1,40;2,20;0,80;0,60;0,60;0,00;0,43;0,14;0,57;2,71;0,86;1,86;0,71;0,57;0,43
0;0;0;0;0,62;0,12;0,38;0,62;2,75;1,88;0,88;0,75;0,62;0,38;0,25;0,50;0,50;0,50;2,50;1,25;1,25;0,50;0,50;0,50
0;1;1;1;0,33;0,33;0,17;0,50;2,67;1,50;1,17;0,83;0,50;0,33;0,60;0,20;0,20;0,60;2,80;1,60;1,20;1,00;0,40;0,20
1;1;1;0;0,17;0,67;0,50;0,17;2,33;0,67;1,67;0,50;0,33;0,33;0,43;0,14;0,29;0,71;2,71;1,43;1,29;0,71;0,71;0,29
1;1;1;1;0,38;0,00;0,25;0,75;3,63;2,13;1,50;1,00;0,50;0,50;0,11;0,33;0,00;0,67;3,56;1,11;2,44;0,89;0,67;0,44
0;0;0;0;0,44;0,11;0,33;0,67;3,33;1,78;1,56;0,78;0,67;0,44;0,22;0,11;0,11;0,78;3,33;1,67;1,67;1,00;0,78;0,44
1;1;1;0;0,83;0,17;0,58;0,25;2,42;1,92;0,50;0,83;0,42;0,17;0,46;0,15;0,23;0,62;3,23;1,92;1,31;0,92;0,69;0,38
1;1;1;0;0,11;0,56;0,22;0,33;3,11;0,89;2,22;0,89;0,56;0,22;0,60;0,30;0,10;0,60;3,90;2,00;1,90;0,90;0,80;0,60
0;1;1;0;0,18;0,09;0,00;0,91;4,55;1,73;2,82;1,00;0,82;0,55;0,50;0,00;0,40;0,60;3,80;2,70;1,10;1,00;0,70;0,70
1;1;1;1;0,25;0,12;0,38;0,62;1,88;1,13;0,75;0,75;0,12;0,12;0,00;0,70;0,20;0,30;1,80;0,30;1,50;0,50;0,40;0,10
0;0;0;0;0,50;0,12;0,38;0,50;2,25;1,25;1,00;0,50;0,38;0,25;0,22;0,56;0,22;0,33;2,44;1,22;1,22;0,67;0,44;0,22
1;1;0;0;0,56;0,11;0,56;0,44;2,33;1,56;0,78;0,78;0,56;0,11;0,11;0,33;0,22;0,67;2,56;1,11;1,44;0,67;0,44;0,44
0;1;1;1;0,25;0,25;0,12;0,62;3,50;1,38;2,13;0,88;0,62;0,62;0,25;0,50;0,25;0,50;2,63;1,00;1,63;0,75;0,62;0,25
1;1;1;1;0,25;0,25;0,25;0,62;2,75;1,25;1,50;0,62;0,50;0,50;0,22;0,33;0,11;0,56;2,33;0,89;1,44;0,89;0,44;0,00
1;1;1;1;0,40;0,20;0,30;0,70;3,00;1,60;1,40;0,80;0,70;0,40;0,27;0,36;0,27;0,45;3,36;1,18;2,18;0,82;0,64;0,36
1;1;1;1;0,56;0,22;0,33;0,67;3,22;1,89;1,33;0,67;0,67;0,33;0,17;0,33;0,00;0,67;3,58;1,08;2,50;0,83;0,67;0,42
0;0;0;0;0,50;0,25;0,12;0,75;2,38;1,38;1,00;0,75;0,62;0,12;0,43;0,14;0,14;0,71;2,86;1,71;1,14;0,71;0,43;0,43
1;1;0;0;0,62;0,38;0,62;0,12;2,25;1,63;0,63;0,62;0,50;0,12;0,12;0,12;0,25;0,75;3,13;1,38;1,75;0,88;0,50;0,38
1;1;1;1;0,75;0,00;0,25;0,75;5,50;4,75;0,75;1,00;0,75;0,75;0,57;0,14;0,29;0,57;2,86;1,57;1,29;0,86;0,57;0,29
1;1;0;0;0,22;0,11;0,11;0,78;3,67;1,44;2,22;0,89;0,67;0,44;0,17;0,17;0,17;0,67;3,67;0,83;2,83;0,83;0,83;0,67
0;1;1;1;0,50;0,00;0,50;0,50;4,67;3,00;1,67;1,00;0,83;0,67;0,00;0,50;0,00;0,50;3,50;0,67;2,83;0,83;0,83;0,67
0;1;1;0;0,25;0,38;0,12;0,62;4,38;2,00;2,38;0,88;0,75;0,75;0,67;0,00;0,22;0,78;5,22;3,67;1,56;1,00;1,00;0,89
0;1;1;1;0,30;0,20;0,20;0,70;4,40;1,80;2,60;0,90;0,70;0,70;0,30;0,30;0,20;0,60;3,50;1,40;2,10;0,80;0,60;0,30
1;1;1;0;0,30;0,10;0,20;0,70;3,30;1,50;1,80;0,90;0,70;0,40;0,20;0,40;0,20;0,50;2,20;1,00;1,20;0,70;0,30;0,20
1;1;1;1;0,30;0,20;0,20;0,60;3,40;1,50;1,90;1,00;0,70;0,50;0,30;0,30;0,30;0,40;3,10;1,40;1,70;0,80;0,50;0,30
0;0;0;1;0,60;0,10;0,20;0,70;3,50;2,20;1,30;0,90;0,80;0,40;0,00;0,10;0,00;0,90;3,40;1,30;2,10;1,00;0,60;0,40
0;0;0;0;0,20;0,30;0,00;0,70;3,20;1,00;2,20;0,90;0,70;0,30;0,60;0,10;0,20;0,70;3,50;2,20;1,30;1,00;0,80;0,30
0;0;0;1;0,50;0,10;0,20;0,70;2,80;1,60;1,20;0,80;0,60;0,30;0,50;0,10;0,10;0,80;3,80;2,40;1,40;0,90;0,70;0,50
1;1;0;0;0,44;0,33;0,11;0,56;3,67;1,67;2,00;0,78;0,67;0,56;0,25;0,38;0,12;0,50;3,13;1,38;1,75;1,00;0,50;0,38
1;1;1;0;0,75;0,00;0,38;0,62;3,50;2,63;0,88;0,88;0,62;0,50;0,25;0,25;0,00;0,75;3,13;1,50;1,63;1,00;0,50;0,38
1;1;1;1;0,12;0,38;0,12;0,62;2,38;0,88;1,50;0,62;0,50;0,25;0,25;0,38;0,12;0,50;3,50;1,25;2,25;1,00;0,62;0,50
1;1;1;1;0,57;0,00;0,29;0,71;3,86;2,43;1,43;1,00;0,86;0,57;0,56;0,11;0,33;0,56;3,44;2,00;1,44;0,67;0,67;0,56
1;1;1;0;0,33;0,22;0,00;0,78;2,56;1,44;1,11;0,89;0,33;0,22;0,50;0,00;0,25;0,75;3,38;1,88;1,50;1,00;0,75;0,38
0;1;0;0;0,12;0,12;0,00;0,88;4,25;1,88;2,38;0,88;0,75;0,75;0,33;0,33;0,22;0,56;2,22;1,00;1,22;0,56;0,33;0,22
0;1;1;0;0,12;0,75;0,25;0,25;2,25;0,38;1,88;0,62;0,50;0,25;0,38;0,12;0,25;0,62;4,50;2,63;1,88;1,00;1,00;0,75
0;1;1;0;0,50;0,10;0,20;0,70;4,70;2,30;2,40;0,90;0,80;0,70;0,50;0,20;0,00;0,80;3,50;2,00;1,50;0,90;0,70;0,60
1;1;1;0;0,38;0,12;0,12;0,75;3,75;1,63;2,13;0,88;0,88;0,38;0,71;0,00;0,43;0,57;3,00;1,71;1,29;0,71;0,71;0,29
1;1;1;1;0,50;0,17;0,00;0,83;4,67;2,00;2,67;0,83;0,83;0,67;0,83;0,17;0,67;0,33;3,33;2,50;0,83;0,67;0,67;0,50
0;0;0;0;0,33;0,33;0,22;0,44;2,33;1,11;1,22;0,67;0,33;0,11;0,40;0,30;0,20;0,60;2,90;1,60;1,30;0,70;0,60;0,30
0;1;0;1;0,70;0,20;0,60;0,20;2,40;1,80;0,60;0,80;0,40;0,20;0,30;0,40;0,20;0,40;2,30;0,90;1,40;0,60;0,40;0,20
1;1;1;0;0,91;0,09;0,55;0,36;2,91;2,18;0,73;0,82;0,73;0,18;0,30;0,20;0,00;0,80;3,90;1,60;2,30;1,00;0,70;0,40
0;1;1;0;0,38;0,25;0,25;0,50;2,88;1,00;1,88;0,75;0,50;0,25;0,22;0,33;0,00;0,67;3,22;1,11;2,11;0,89;0,56;0,44
1;1;1;1;0,44;0,22;0,33;0,44;3,33;1,67;1,67;0,78;0,56;0,22;0,22;0,44;0,33;0,44;2,00;1,00;1,00;0,56;0,44;0,22
0;0;0;0;0,12;0,75;0,50;0,12;0,88;0,25;0,63;0,12;0,12;0,00;0,00;0,11;0,00;0,89;2,89;1,11;1,78;0,89;0,56;0,33
0;1;1;0;0,44;0,44;0,56;0,33;1,78;1,22;0,56;0,56;0,33;0,22;0,50;0,17;0,33;0,50;2,83;2,00;0,83;0,83;0,50;0,33
